Packet Number,Time,Battery Voltage,Altitude,Temperature,Humidity,Lux,State,alt_th
1198,4849,2.229966,65499,18,45,520,3,234
1199,4850,2.209203,65500,18,45,533,3,234
1200,4851,2.234119,65499,18,45,525,3,234
1201,4852,2.225814,65499,18,45,536,3,234
1202,4855,2.180135,65499,18,45,526,3,234
1203,4856,2.171829,65498,18,45,534,3,234
1204,4864,2.221661,65499,18,45,525,3,234
1205,4865,2.192593,65498,18,46,531,3,234
1206,4866,2.213356,65499,18,46,520,3,234
1207,4873,2.225814,65500,18,46,520,3,234
1208,4878,2.234119,65500,18,46,530,3,234
1209,4882,2.171829,65499,18,46,535,3,234
1210,4888,2.221661,65499,18,46,529,3,234
1211,4890,2.225814,65499,18,46,527,3,234
1212,4892,2.167677,65500,18,47,535,3,234
1213,4901,2.171829,65499,18,47,520,3,234
1214,4908,2.192593,65500,18,46,530,3,234
1215,4909,2.171829,65500,18,46,525,3,234
1216,4913,2.225814,65500,18,46,520,3,234
1217,4922,2.171829,65498,18,46,522,3,234
1218,4931,2.217508,65500,18,46,526,3,234
1219,4935,2.167677,65500,18,46,519,3,234
1220,4941,2.205051,65499,18,46,534,3,234
1221,4946,2.196745,65499,18,46,533,3,234
1222,4956,2.200898,65500,18,46,533,3,234
1223,4960,2.175982,65501,18,46,519,3,234
1224,4967,2.225814,65499,18,46,532,3,234
1225,4972,2.209203,65500,18,46,525,3,234
1226,4973,2.184287,65500,18,46,529,3,234
1227,4974,2.167677,65501,18,46,532,3,234
1228,4979,2.229966,65499,18,46,532,3,234
1229,4980,2.196745,65501,18,46,520,3,234
1230,4982,2.163524,65500,18,46,521,3,234
1231,4987,2.229966,65501,18,46,519,3,234
1232,4988,2.217508,65502,18,46,528,3,234
1233,4992,2.192593,65500,18,46,528,3,234
1234,4996,2.221661,65501,18,46,524,3,234
1235,4998,2.196745,65500,18,46,530,3,234
1236,5000,2.225814,65501,18,46,530,3,234
1237,5001,2.167677,65500,18,46,519,3,234
1238,5003,2.163524,65501,18,46,528,3,234
1239,5004,2.175982,65500,18,46,524,3,234
1240,5005,2.167677,65500,18,46,520,3,234
1241,5006,2.171829,65499,18,46,521,3,234
1242,5007,2.205051,65500,18,46,525,3,234
1243,5008,2.184287,65500,18,46,519,3,234
1244,5009,2.188440,65500,18,46,518,3,234
1245,5010,2.167677,65500,18,46,518,3,234
1246,5012,2.180135,65501,18,46,531,3,234
1247,5014,2.167677,65500,18,46,521,3,234
1248,5015,2.180135,65500,18,46,518,3,234
1249,5016,2.225814,65500,18,46,531,3,234
1250,5017,2.167677,65500,18,46,518,3,234
1251,5020,2.163524,65499,18,46,519,3,234
1252,5021,2.196745,65499,18,46,518,3,234
1253,5022,2.225814,65500,18,46,533,3,234
1254,5023,2.217508,65500,18,46,532,3,234
1255,5024,2.196745,65501,18,46,529,3,234
1256,5025,2.167677,65500,18,46,520,3,234
1257,5026,2.196745,65500,18,46,530,3,234
1258,5028,2.167677,65500,18,46,530,3,234
1259,5029,2.225814,65501,18,46,527,3,234
1260,5030,2.200898,65501,18,46,533,3,234
1261,5031,2.171829,65501,18,46,532,3,234
1262,5032,2.196745,65500,18,46,518,3,234
1263,5033,2.217508,65500,18,46,517,3,234
1264,5034,2.205051,65500,18,46,519,3,234
1265,5035,2.217508,65500,18,46,530,3,234
1266,5038,2.167677,65500,18,46,524,3,234
1267,5039,2.213356,65500,18,46,527,3,234
1268,5040,2.192593,65502,18,46,524,3,234
1269,5041,2.205051,65501,18,46,518,3,234
1270,5045,2.213356,65500,18,46,529,3,234
1271,5046,2.171829,65500,18,46,522,3,234
1272,5047,2.221661,65501,18,46,530,3,234
1273,5048,2.192593,65499,18,46,533,3,234
1274,5049,2.221661,65501,18,46,533,3,234
1275,5050,2.234119,65500,18,46,531,3,234
1276,5051,2.217508,65500,18,46,518,3,234
1277,5053,2.200898,65500,18,46,521,3,234
1278,5054,2.188440,65500,18,46,521,3,234
1279,5055,2.188440,65499,18,46,519,3,234
1280,5056,2.192593,65500,18,46,522,3,234
1281,5057,2.184287,65499,18,46,533,3,234
1282,5058,2.221661,65499,18,46,518,3,234
1283,5059,2.171829,65500,18,46,518,3,234
1284,5060,2.175982,65500,18,46,527,3,234
1285,5062,2.175982,65500,18,46,520,3,234
1286,5063,2.184287,65500,18,46,519,3,234
1287,5064,2.221661,65500,18,46,526,3,234
1288,5065,2.213356,65500,18,46,529,3,234
1289,5066,2.200898,65499,18,46,525,3,234
1290,5067,2.171829,65501,18,46,522,3,234
1291,5069,2.171829,65500,18,46,532,3,234
1292,5070,2.225814,65499,18,46,528,3,234
1293,5071,2.196745,65501,18,46,530,3,234
1294,5072,2.205051,65500,18,46,526,3,234
1295,5073,2.180135,65500,18,46,533,3,234
1296,5074,2.167677,65500,18,46,524,3,234
1297,5075,2.213356,65501,18,46,518,3,234
1298,5076,2.217508,65501,18,46,525,3,234
1299,5079,2.217508,65501,18,46,517,3,234
1300,5081,2.163524,65501,18,46,520,3,234
1301,5082,2.171829,65501,18,46,520,3,234
1302,5083,2.213356,65501,18,46,529,3,234
1303,5084,2.163524,65501,18,46,523,3,234
1304,5085,2.163524,65500,18,46,525,3,234
1305,5088,2.175982,65501,18,46,522,3,234
1306,5092,2.217508,65501,18,46,517,3,234
1307,5095,2.221661,65502,18,46,517,3,234
1308,5096,2.167677,65501,18,46,518,3,234
1309,5099,2.196745,65500,18,46,529,3,234
1310,5100,2.163524,65500,18,46,531,3,234
1311,5105,2.213356,65501,18,46,532,3,234
1312,5108,2.213356,65501,18,46,519,3,234
1313,5113,2.217508,65500,18,46,518,3,234
1314,5117,2.171829,65501,18,46,519,3,234
1315,5120,2.209203,65501,18,46,532,3,234
1316,5121,2.167677,65502,18,46,528,3,234
1317,5122,2.159371,65501,18,46,517,3,234
1318,5123,2.171829,65502,18,46,525,3,234
1319,5124,2.200898,65501,18,46,524,3,234
1320,5125,2.188440,65501,18,46,526,3,234
1321,5126,2.217508,65501,18,46,517,3,234
1322,5128,2.159371,65501,18,46,526,3,234
1323,5129,2.163524,65501,18,46,521,3,234
1324,5130,2.209203,65501,18,46,523,3,234
1325,5131,2.163524,65501,18,46,518,3,234
1326,5133,2.217508,65500,18,46,531,3,234
1327,5135,2.159371,65501,18,46,527,3,234
1328,5136,2.217508,65501,18,46,526,3,234
1329,5137,2.175982,65501,18,46,519,3,234
1330,5138,2.217508,65500,18,46,524,3,234
1331,5139,2.188440,65501,18,46,519,3,234
1332,5140,2.171829,65501,18,46,522,3,234
1333,5141,2.209203,65501,18,46,516,3,234
1334,5142,2.171829,65501,18,46,527,3,234
1335,5145,2.175982,65502,18,46,522,3,234
1336,5146,2.167677,65500,18,46,531,3,234
1337,5147,2.167677,65502,18,46,523,3,234
1338,5148,2.217508,65501,18,46,518,3,234
1339,5149,2.213356,65501,18,46,518,3,234
1340,5151,2.184287,65502,18,46,531,3,234
1341,5153,2.171829,65501,18,46,521,3,234
1342,5154,2.171829,65501,18,46,516,3,234
1343,5155,2.225814,65501,18,46,531,3,234
1344,5157,2.159371,65500,18,46,519,3,234
1345,5158,2.200898,65501,18,46,528,3,234
1346,5160,2.200898,65501,18,46,526,3,234
1347,5161,2.163524,65501,18,46,516,3,234
1348,5162,2.192593,65501,18,46,526,3,234
1349,5164,2.192593,65501,18,46,519,3,234
1350,5165,2.205051,65502,18,46,516,3,234
1351,5166,2.171829,65500,18,46,530,3,234
1352,5167,2.192593,65500,18,46,527,3,234
1353,5169,2.163524,65500,18,46,530,3,234
1354,5170,2.217508,65502,18,46,516,3,234
1355,5171,2.159371,65501,18,46,529,3,234
1356,5172,2.200898,65501,18,46,519,3,234
1357,5173,2.163524,65501,18,46,531,3,234
1358,5174,2.163524,65501,18,46,523,3,234
1359,5175,2.205051,65500,18,46,529,3,234
1360,5176,2.200898,65500,18,46,522,3,234
1361,5178,2.196745,65500,18,46,521,3,234
1362,5179,2.180135,65500,18,46,527,3,234
1363,5181,2.180135,65501,18,46,530,3,234
1364,5182,2.184287,65501,18,46,519,3,234
1365,5183,2.196745,65501,18,46,530,3,234
1366,5187,2.159371,65501,18,46,531,3,234
1367,5188,2.180135,65501,18,46,529,3,234
1368,5189,2.217508,65501,18,46,517,3,234
1369,5190,2.184287,65500,18,46,520,3,234
1370,5191,2.155219,65501,18,46,528,3,234
1371,5192,2.159371,65501,18,46,520,3,234
1372,5194,2.167677,65500,18,46,532,3,234
1373,5198,2.184287,65501,18,46,531,3,234
1374,5203,2.184287,65501,18,47,531,3,234
1375,5204,2.221661,65501,18,47,524,3,234
1376,5206,2.200898,65501,18,47,517,3,234
1377,5207,2.188440,65502,18,47,525,3,234
1378,5210,2.213356,65501,18,46,516,3,234
1379,5211,2.196745,65502,18,47,516,3,234
1380,5212,2.209203,65501,18,47,518,3,234
1381,5213,2.159371,65501,18,47,516,3,234
1382,5214,2.213356,65501,18,47,516,3,234
1383,5215,2.184287,65502,18,47,516,3,234
1384,5216,2.196745,65501,18,47,517,3,234
1385,5217,2.200898,65501,18,47,520,3,234
1386,5219,2.213356,65502,18,47,519,3,234
1387,5220,2.213356,65501,18,47,524,3,234
1388,5221,2.188440,65500,18,47,530,3,234
1389,5222,2.205051,65500,18,47,515,3,234
1390,5223,2.205051,65500,18,47,525,3,234
1391,5224,2.200898,65502,18,47,528,3,234
1392,5225,2.184287,65502,18,47,524,3,234
1393,5226,2.159371,65502,18,47,519,3,234
1394,5228,2.167677,65501,18,47,521,3,234
1395,5229,2.188440,65501,18,47,520,3,234
1396,5230,2.188440,65502,18,47,528,3,234
1397,5231,2.196745,65501,18,47,530,3,234
1398,5232,2.200898,65500,18,47,522,3,234
1399,5233,2.171829,65502,18,47,530,3,234
1400,5235,2.171829,65500,18,47,529,3,234
1401,5236,2.184287,65500,18,46,523,3,234
1402,5237,2.163524,65501,18,46,528,3,234
1403,5238,2.192593,65501,18,46,516,3,234
1404,5239,2.155219,65501,18,46,519,3,234
1405,5240,2.196745,65501,18,46,515,3,234
1406,5241,2.192593,65502,18,46,519,3,234
1407,5242,2.213356,65502,18,46,528,3,234
1408,5244,2.209203,65503,18,46,523,3,234
1409,5245,2.213356,65502,18,46,524,3,234
1410,5246,2.163524,65501,18,46,530,3,234
1411,5247,2.213356,65501,18,46,528,3,234
1412,5248,2.167677,65502,18,46,529,3,234
1413,5249,2.159371,65502,18,46,530,3,234
1414,5250,2.155219,65502,18,46,529,3,234
1415,5251,2.213356,65502,18,46,529,3,234
1416,5253,2.155219,65501,18,46,524,3,234
1417,5254,2.155219,65501,18,46,518,3,234
1418,5255,2.205051,65501,18,46,516,3,234
1419,5256,2.171829,65501,18,46,524,3,234
1420,5261,2.175982,65502,18,47,526,3,234
1421,5262,2.163524,65501,18,47,516,3,234
1422,5263,2.180135,65501,18,47,517,3,234
1423,5264,2.205051,65501,18,47,527,3,234
1424,5265,2.200898,65501,18,47,527,3,234
1425,5266,2.213356,65501,18,47,524,3,234
1426,5267,2.159371,65501,18,47,515,3,234
1427,5269,2.200898,65501,18,47,530,3,234
1428,5272,2.196745,65501,18,47,515,3,234
1429,5273,2.217508,65501,18,47,518,3,234
1430,5274,2.205051,65501,18,47,516,3,234
1431,5276,2.184287,65501,18,47,519,3,234
1432,5277,2.184287,65500,18,47,515,3,234
1433,5278,2.200898,65501,18,47,516,3,234
1434,5279,2.171829,65501,18,47,527,3,234
1435,5280,2.209203,65502,18,47,522,3,234
1436,5281,2.205051,65501,18,47,525,3,234
1437,5282,2.209203,65500,18,47,526,3,234
1438,5283,2.167677,65502,18,47,530,3,234
1439,5285,2.155219,65501,18,47,522,3,234
1440,5286,2.209203,65501,18,47,515,3,234
1441,5287,2.196745,65502,18,47,519,3,234
1442,5288,2.213356,65502,18,47,529,3,234
1443,5289,2.209203,65501,18,47,529,3,234
1444,5290,2.217508,65502,18,47,519,3,234
1445,5291,2.213356,65501,18,47,525,3,234
1446,5292,2.155219,65501,18,47,528,3,234
1447,5294,2.213356,65501,18,47,519,3,234
1448,5296,2.213356,65501,18,47,523,3,234
1449,5297,2.175982,65502,18,47,524,3,234
1450,5298,2.155219,65501,18,47,528,3,234
1451,5299,2.159371,65501,18,47,527,3,234
1452,5301,2.196745,65501,18,47,531,3,234
1453,5302,2.188440,65500,18,47,515,3,234
1454,5303,2.171829,65501,18,47,527,3,234
1455,5304,2.213356,65501,18,46,524,3,234
1456,5305,2.175982,65501,18,46,530,3,234
1457,5306,2.188440,65502,18,46,521,3,234
1458,5307,2.192593,65501,18,46,515,3,234
1459,5308,2.213356,65501,18,46,528,3,234
1460,5310,2.213356,65500,18,46,519,3,234
1461,5311,2.159371,65501,18,46,515,3,234
1462,5312,2.184287,65500,18,46,529,3,234
1463,5313,2.171829,65501,18,46,526,3,234
1464,5314,2.163524,65500,18,46,526,3,234
1465,5315,2.159371,65501,18,46,529,3,234
1466,5317,2.155219,65499,18,46,516,3,234
1467,5319,2.159371,65501,18,46,526,3,234
1468,5320,2.196745,65501,18,46,517,3,234
1469,5321,2.213356,65501,18,46,516,3,234
1470,5322,2.180135,65501,18,46,519,3,234
1471,5323,2.209203,65501,18,46,517,3,234
1472,5324,2.151066,65501,18,46,525,3,234
1473,5326,2.180135,65500,18,46,528,3,234
1474,5327,2.200898,65501,18,46,529,3,234
1475,5328,2.209203,65501,18,46,526,3,234
1476,5331,2.196745,65501,18,46,525,3,234
1477,5332,2.171829,65501,18,46,526,3,234
1478,5333,2.217508,65501,18,46,523,3,234
1479,5335,2.205051,65501,18,46,526,3,234
1480,5336,2.155219,65502,18,47,528,3,234
1481,5337,2.196745,65501,18,47,526,3,234
1482,5338,2.200898,65501,18,47,519,3,234
1483,5339,2.171829,65502,18,47,515,3,234
1484,5341,2.163524,65501,18,47,528,3,234
1485,5342,2.205051,65502,18,47,528,3,234
1486,5344,2.213356,65501,18,47,525,3,234
1487,5345,2.209203,65501,18,47,519,3,234
1488,5346,2.184287,65500,18,47,526,3,234
1489,5347,2.155219,65501,18,46,526,3,234
1490,5348,2.213356,65501,18,46,514,3,234
1491,5349,2.171829,65500,18,47,525,3,234
1492,5351,2.213356,65501,18,47,516,3,234
1493,5352,2.205051,65501,18,46,516,3,234
1494,5353,2.184287,65501,18,46,528,3,234
1495,5354,2.200898,65500,18,46,528,3,234
1496,5355,2.213356,65500,18,46,514,3,234
1497,5356,2.159371,65501,18,47,514,3,234
1498,5357,2.151066,65500,18,47,518,3,234
1499,5360,2.155219,65500,18,47,519,3,234
1500,5361,2.192593,65501,18,47,529,3,234
1501,5362,2.205051,65501,18,47,526,3,234
1502,5363,2.188440,65500,18,47,516,3,234
1503,5364,2.171829,65500,18,47,526,3,234
1504,5365,2.180135,65501,18,46,519,3,234
1505,5366,2.159371,65501,18,46,528,3,234
1506,5367,2.205051,65500,18,46,516,3,234
1507,5369,2.192593,65500,18,46,529,3,234
1508,5370,2.213356,65501,18,46,514,3,234
1509,5371,2.159371,65501,18,46,517,3,234
1510,5374,2.209203,65501,18,46,528,3,234
1511,5376,2.175982,65501,18,46,525,3,234
1512,5377,2.151066,65501,18,46,528,3,234
1513,5378,2.167677,65502,18,46,526,3,234
1514,5379,2.205051,65502,18,46,527,3,234
1515,5380,2.213356,65501,18,46,520,3,234
1516,5381,2.151066,65501,18,46,522,3,234
1517,5382,2.209203,65502,18,46,528,3,234
1518,5383,2.151066,65501,18,46,524,3,234
1519,5385,2.192593,65501,18,46,528,3,234
1520,5386,2.188440,65501,18,46,515,3,234
1521,5387,2.200898,65501,18,46,523,3,234
1522,5388,2.167677,65502,18,46,519,3,234
1523,5389,2.151066,65501,18,46,520,3,234
1524,5390,2.209203,65502,18,46,529,3,234
1525,5392,2.155219,65501,18,46,525,3,234
1526,5393,2.213356,65502,18,46,515,3,234
1527,5394,2.155219,65502,18,46,518,3,234
1528,5395,2.192593,65501,18,46,517,3,234
1529,5396,2.184287,65501,18,46,522,3,234
1530,5397,2.175982,65501,18,46,522,3,234
1531,5398,2.200898,65501,18,46,519,3,234
1532,5399,2.159371,65501,18,46,524,3,234
1533,5401,2.151066,65502,18,46,514,3,234
1534,5402,2.188440,65501,18,47,516,3,234
1535,5403,2.151066,65502,18,47,517,3,234
1536,5404,2.196745,65501,18,47,523,3,234
1537,5405,2.151066,65501,18,47,522,3,234
1538,5410,2.163524,65502,18,47,518,3,234
1539,5413,2.192593,65502,18,47,515,3,234
1540,5414,2.151066,65503,18,47,529,3,234
1541,5415,2.155219,65502,18,47,516,3,234
1542,5417,2.155219,65502,18,47,525,3,234
1543,5418,2.213356,65502,18,47,515,3,234
1544,5421,2.209203,65502,18,47,515,3,234
1545,5422,2.180135,65501,18,47,517,3,234
1546,5423,2.163524,65503,18,47,528,3,234
1547,5427,2.209203,65502,18,47,515,3,234
1548,5430,2.151066,65502,18,47,526,3,234
1549,5433,2.209203,65501,18,47,527,3,234
1550,5435,2.155219,65501,18,47,524,3,234
1551,5436,2.155219,65502,18,47,513,3,234
1552,5437,2.171829,65502,18,47,514,3,234
1553,5438,2.146914,65501,18,47,517,3,234
1554,5439,2.184287,65502,18,47,527,3,234
1555,5440,2.192593,65502,18,47,513,3,234
1556,5442,2.155219,65501,18,47,521,3,234
1557,5443,2.151066,65501,18,47,525,3,234
1558,5444,2.192593,65501,18,47,527,3,234
1559,5445,2.175982,65502,18,47,524,3,234
1560,5446,2.205051,65501,18,47,527,3,234
1561,5447,2.151066,65502,18,47,525,3,234
1562,5448,2.200898,65501,18,47,523,3,234
1563,5449,2.151066,65501,18,47,517,3,234
1564,5451,2.146914,65501,18,47,514,3,234
1565,5452,2.205051,65501,18,47,514,3,234
1566,5453,2.209203,65502,18,47,527,3,234
1567,5454,2.151066,65501,18,47,525,3,234
1568,5455,2.205051,65500,18,47,524,3,234
1569,5456,2.196745,65500,18,47,521,3,234
1570,5457,2.200898,65500,18,47,527,3,234
1571,5458,2.155219,65500,18,47,526,3,234
1572,5460,2.180135,65500,18,47,514,3,234
1573,5461,2.188440,65501,18,47,525,3,234
1574,5462,2.196745,65501,18,47,517,3,234
1575,5463,2.209203,65501,18,47,514,3,234
1576,5464,2.159371,65501,18,47,518,3,234
1577,5465,2.155219,65501,18,47,513,3,234
1578,5468,2.146914,65500,18,47,520,3,234
1579,5469,2.200898,65500,18,47,526,3,234
1580,5470,2.196745,65500,18,47,528,3,234
1581,5472,2.151066,65501,18,46,526,3,234
1582,5473,2.151066,65500,18,46,521,3,234
1583,5474,2.151066,65501,18,46,519,3,234
1584,5476,2.175982,65501,18,46,521,3,234
1585,5477,2.196745,65502,18,46,514,3,234
1586,5478,2.188440,65502,18,46,523,3,234
1587,5479,2.196745,65501,18,47,527,3,234
1588,5480,2.155219,65502,18,47,514,3,234
1589,5481,2.205051,65501,18,47,514,3,234
1590,5482,2.188440,65502,18,47,519,3,234
1591,5483,2.167677,65501,18,47,513,3,234
1592,5485,2.196745,65501,18,47,528,3,234
1593,5486,2.159371,65501,18,47,527,3,234
1594,5487,2.175982,65501,18,47,529,3,234
1595,5488,2.209203,65502,18,47,513,3,234
1596,5489,2.146914,65501,18,47,513,3,234
1597,5490,2.184287,65501,18,47,523,3,234
1598,5492,2.205051,65501,18,47,519,3,234
1599,5493,2.159371,65501,18,47,525,3,234
1600,5494,2.209203,65501,18,47,524,3,234
1601,5495,2.184287,65501,18,47,525,3,234
1602,5496,2.171829,65501,18,47,520,3,234
1603,5497,2.200898,65501,18,47,514,3,234
1604,5498,2.200898,65502,18,47,528,3,234
1605,5499,2.200898,65501,18,47,527,3,234
1606,5501,2.146914,65502,18,47,516,3,234
1607,5502,2.146914,65502,18,47,516,3,234
1608,5503,2.200898,65501,18,47,527,3,234
1609,5504,2.146914,65502,18,47,527,3,234
1610,5505,2.146914,65501,18,47,513,3,234
1611,5510,2.167677,65502,18,47,524,3,234
1612,5511,2.209203,65501,18,47,524,3,234
1613,5512,2.196745,65501,18,47,517,3,234
1614,5513,2.196745,65501,18,47,514,3,234
1615,5514,2.151066,65500,18,47,520,3,234
1616,5515,2.163524,65500,18,47,514,3,234
1617,5517,2.209203,65501,18,47,514,3,234
1618,5518,2.205051,65502,18,47,513,3,234
1619,5521,2.192593,65502,18,47,513,3,234
1620,5522,2.200898,65503,18,47,513,3,234
1621,5523,2.151066,65503,18,47,520,3,234
1622,5524,2.184287,65502,18,47,524,3,234
1623,5526,2.200898,65503,18,47,526,3,234
1624,5531,2.192593,65502,18,47,521,3,234
1625,5536,2.200898,65502,18,47,513,3,234
1626,5538,2.151066,65503,18,47,513,3,234
1627,5539,2.205051,65503,18,47,525,3,234
1628,5543,2.205051,65503,17,47,524,3,234
1629,5544,2.159371,65503,17,47,513,3,234
1630,5548,2.146914,65504,17,47,527,3,234
1631,5554,2.205051,65504,17,48,515,3,234
1632,5560,2.192593,65503,17,48,526,3,234
1633,5569,2.192593,65502,17,48,527,3,234
1634,5571,2.192593,65503,17,48,527,3,234
1635,5581,2.196745,65502,17,48,513,3,234
1636,5586,2.146914,65502,17,48,513,3,234
1637,5592,2.196745,65503,17,48,513,3,234
1638,5596,2.180135,65503,17,48,528,3,234
1639,5597,2.142761,65503,17,48,525,3,234
1640,5599,2.196745,65502,17,48,526,3,234
1641,5604,2.200898,65503,17,48,518,3,234
1642,5609,2.175982,65502,17,48,516,3,234
1643,5613,2.146914,65503,17,48,513,3,234
1644,5617,2.196745,65503,17,48,517,3,234
1645,5619,2.146914,65503,17,48,524,3,234
1646,5622,2.167677,65503,17,48,523,3,234
1647,5624,2.192593,65503,17,48,523,3,234
1648,5626,2.138608,65502,17,48,523,3,234
1649,5627,2.180135,65502,17,48,521,3,234
1650,5628,2.196745,65503,17,48,519,3,234
1651,5630,2.171829,65503,17,48,521,3,234
1652,5631,2.138608,65503,17,48,524,3,234
1653,5633,2.184287,65503,17,48,522,3,234
1654,5634,2.167677,65502,17,48,524,3,234
1655,5635,2.171829,65503,17,48,523,3,234
1656,5636,2.175982,65503,17,48,513,3,234
1657,5637,2.192593,65503,17,48,523,3,234
1658,5638,2.163524,65503,17,48,511,3,234
1659,5640,2.180135,65503,17,48,519,3,234
1660,5643,2.188440,65503,17,48,512,3,234
1661,5644,2.171829,65503,17,48,520,3,234
1662,5645,2.196745,65503,17,48,522,3,234
1663,5646,2.175982,65503,17,48,525,3,234
1664,5649,2.163524,65503,17,48,523,3,234
1665,5650,2.159371,65504,17,48,513,3,234
1666,5651,2.196745,65502,17,48,521,3,234
1667,5652,2.200898,65504,17,48,525,3,234
1668,5653,2.142761,65502,17,48,523,3,234
1669,5654,2.200898,65503,17,48,511,3,234
1670,5655,2.142761,65503,17,48,525,3,234
1671,5656,2.167677,65502,17,48,523,3,234
1672,5658,2.146914,65503,17,48,526,3,234
1673,5659,2.188440,65502,17,48,525,3,234
1674,5660,2.146914,65503,17,48,525,3,234
1675,5661,2.175982,65503,17,48,518,3,234
1676,5662,2.175982,65504,17,48,517,3,234
1677,5663,2.196745,65504,17,48,511,3,234
1678,5664,2.167677,65503,17,48,526,3,234
1679,5667,2.196745,65504,17,48,512,3,234
1680,5670,2.188440,65504,17,48,524,3,234
1681,5671,2.155219,65503,17,48,518,3,234
1682,5672,2.138608,65503,17,48,526,3,234
1683,5674,2.196745,65504,17,48,511,3,234
1684,5677,2.159371,65503,17,48,526,3,234
1685,5680,2.200898,65503,17,48,511,3,234
1686,5681,2.167677,65503,17,48,525,3,234
1687,5684,2.184287,65504,17,48,515,3,234
1688,5685,2.171829,65503,17,48,522,3,234
1689,5690,2.175982,65503,17,48,511,3,234
1690,5695,2.192593,65503,17,48,517,3,234
1691,5696,2.184287,65504,17,48,524,3,234
1692,5708,2.146914,65503,17,49,517,3,234
1693,5709,2.159371,65503,17,49,512,3,234
1694,5711,2.192593,65504,17,49,524,3,234
1695,5712,2.138608,65503,17,49,526,3,234
1696,5713,2.138608,65504,17,49,511,3,234
1697,5719,2.159371,65503,17,49,513,3,234
1698,5720,2.138608,65503,17,49,511,3,234
1699,5724,2.200898,65503,17,49,520,3,234
1700,5725,2.200898,65503,17,49,522,3,234
1701,5727,2.163524,65504,17,49,510,3,234
1702,5731,2.134456,65504,17,49,510,3,234
1703,5734,2.171829,65503,17,49,525,3,234
1704,5738,2.200898,65503,17,49,522,3,234
1705,5743,2.184287,65503,17,49,524,3,234
1706,5744,2.180135,65503,17,49,515,3,234
1707,5746,2.192593,65504,17,49,516,3,234
1708,5747,2.142761,65504,17,49,524,3,234
1709,5749,2.188440,65504,17,49,517,3,234
1710,5750,2.146914,65503,17,49,521,3,234
1711,5751,2.192593,65503,17,49,510,3,234
1712,5752,2.192593,65504,17,49,522,3,234
1713,5753,2.138608,65504,17,49,522,3,234
1714,5754,2.167677,65504,17,49,517,3,234
1715,5755,2.134456,65503,17,49,524,3,234
1716,5756,2.138608,65505,17,49,512,3,234
1717,5758,2.159371,65502,17,49,525,3,234
1718,5759,2.192593,65503,17,49,522,3,234
1719,5760,2.200898,65504,17,49,518,3,234
1720,5761,2.151066,65503,17,49,524,3,234
1721,5762,2.192593,65503,17,49,513,3,234
1722,5763,2.192593,65505,17,49,519,3,234
1723,5765,2.146914,65503,17,49,512,3,234
1724,5766,2.138608,65504,17,49,520,3,234
1725,5767,2.138608,65504,17,49,517,3,234
1726,5768,2.184287,65505,17,48,510,3,234
1727,5769,2.196745,65504,17,48,511,3,234
1728,5770,2.167677,65505,17,48,517,3,234
1729,5771,2.159371,65504,17,48,511,3,234
1730,5772,2.146914,65504,17,48,522,3,234
1731,5774,2.196745,65504,17,48,510,3,234
1732,5775,2.184287,65504,17,48,510,3,234
1733,5776,2.188440,65503,17,48,511,3,234
1734,5777,2.180135,65503,17,48,520,3,234
1735,5778,2.151066,65503,17,48,524,3,234
1736,5779,2.134456,65504,17,48,524,3,234
1737,5780,2.151066,65503,17,48,515,3,234
1738,5781,2.192593,65503,17,48,518,3,234
1739,5783,2.188440,65504,17,48,512,3,234
1740,5785,2.192593,65503,17,48,521,3,234
1741,5786,2.192593,65503,17,48,524,3,234
1742,5787,2.159371,65504,17,48,519,3,234
1743,5788,2.163524,65504,17,48,519,3,234
1744,5790,2.142761,65503,17,48,523,3,234
1745,5791,2.159371,65504,17,48,521,3,234
1746,5792,2.134456,65504,17,48,520,3,234
1747,5793,2.138608,65504,17,48,511,3,234
1748,5794,2.138608,65504,17,48,524,3,234
1749,5795,2.192593,65504,17,48,523,3,234
1750,5796,2.175982,65505,17,48,524,3,234
1751,5797,2.192593,65504,17,48,523,3,234
1752,5799,2.175982,65504,17,48,516,3,234
1753,5800,2.175982,65503,18,48,510,3,234
1754,5801,2.163524,65504,18,48,516,3,234
1755,5802,2.151066,65504,18,48,521,3,234
1756,5803,2.134456,65503,18,48,518,3,234
1757,5804,2.134456,65504,17,48,509,3,234
1758,5805,2.163524,65503,17,48,510,3,234
1759,5806,2.175982,65503,17,48,522,3,234
1760,5808,2.134456,65503,17,48,509,3,234
1761,5809,2.138608,65505,17,48,511,3,234
1762,5810,2.138608,65504,17,48,522,3,234
1763,5811,2.188440,65505,17,48,524,3,234
1764,5812,2.180135,65505,17,48,510,3,234
1765,5813,2.175982,65505,17,48,510,3,234
1766,5815,2.192593,65504,17,48,514,3,234
1767,5816,2.192593,65504,17,48,509,3,234
1768,5817,2.130303,65504,17,48,523,3,234
1769,5818,2.146914,65504,17,48,517,3,234
1770,5819,2.138608,65504,17,48,515,3,234
1771,5820,2.188440,65503,17,48,521,3,234
1772,5821,2.175982,65504,17,48,512,3,234
1773,5822,2.138608,65504,17,48,511,3,234
1774,5824,2.180135,65504,17,48,509,3,234
1775,5825,2.175982,65504,17,48,510,3,234
1776,5826,2.175982,65505,17,48,511,3,234
1777,5827,2.188440,65503,17,48,511,3,234
1778,5828,2.146914,65504,17,48,522,3,234
